<data for 2018>

499,5,548,8.58,10.84,7.51,195.9,3.121,-3.284,-2.828,1,2,17.88,793.75
499,5,618,7.57,8.34,6.672,193,2.376,-2.57,-2.568,1,2,17.86,856.68
499,5,648,7.96,9.17,7.09,187.5,2.631,-2.569,-2.712,1,2,17.83,882.86
499,5,718,7.04,7.92,5.838,189.1,4.827,-2.304,-2.446,1,2,17.81,953.81
499,5,748,9.48,10.43,8.34,187.7,3.263,-2.574,-2.879,1,2,17.76,987.48
499,5,818,10.42,11.68,9.59,183.8,3.951,-3.018,-3.221,1,2,17.69,1056.9
499,5,848,10.23,11.26,9.17,189.5,10.62,-3.16,-3.505,1,2,17.62,1097.7
499,5,918,9.77,12.93,5.004,181.8,15.51,-3.14,-3.122,1,2,17.55,1162.3
499,5,948,9.76,11.26,7.92,180.1,2.635,-3.082,-3.041,1,2,17.44,1179
499,5,1018,8.51,11.26,6.255,175.2,6.064,-3.397,-2.918,1,2,17.35,1244.3
499,5,1048,8.41,10.01,6.672,182,8.02,-2.797,-2.594,1,2,17.26,1283
499,5,1118,8.16,10.01,6.255,182.9,4.085,-2.795,-2.593,1,2,17.16,1349.2
499,5,1148,8.51,10.43,5.004,177.2,3.339,-2.843,-2.822,1,2,17.07,1371.9
499,5,1218,9.17,12.51,7.09,181.6,6.429,-2.673,-2.814,1,2,16.98,1454.3
499,5,1248,5.938,9.17,4.17,165.7,5.755,-2.893,-2.222,1,2,16.91,1458.5
499,5,1318,5.921,7.92,3.753,157.3,25.88,-3.096,-2.567,1,2,16.84,1538
499,5,1348,7.21,8.76,5.421,158.9,10.67,-3.171,-2.622,1,2,16.78,1558
499,5,1418,7.9,9.59,5.004,157,14.18,-3.534,-3.752,1,2,16.71,1629.1
499,5,1448,9.25,11.68,6.672,154.9,9.15,-3.093,-2.605,1,2,16.66,1658.7
499,5,1518,8.99,11.68,5.421,157.9,8.1,-2.733,-3.694,1,2,16.57,1728.3
499,5,1548,10.36,12.93,7.51,154.8,23.57,-2.585,-2.224,1,2,16.5,1776.8
499,5,1618,8.94,11.26,6.255,141,43.22,-2.595,-3.885,1,2,16.43,1846.6
499,5,1648,6.547,8.34,3.753,57.23,38.73,-2.32,-1.773,1,2,16.34,1782.9
499,5,1718,10.22,13.34,6.672,149.6,26.67,-2.868,-2.766,1,2,16.3,1943.1
499,5,1748,9.23,11.68,5.421,147.8,34.98,-2.983,-2.739,1,2,16.23,1975.6
499,5,1818,10.19,13.34,7.92,154.8,33.37,-2.795,-2.999,1,2,16.16,2056
499,5,1848,11.19,13.76,7.09,157.2,6.369,-3.141,-2.858,1,2,16.1,2061.7
499,5,1918,12.23,15.01,8.34,161.3,20.23,-3.166,-3.288,1,2,16.01,2152.7
499,5,1948,9.09,12.51,4.17,122,56.64,-2.389,-3.637,1,2,15.92,2170.3
499,5,2018,11.81,14.6,5.421,149.9,47.87,-3.329,-3.188,1,2,15.8,2264.9
499,5,2048,7.82,11.26,2.502,100,63.56,-3.029,-3.13,1,2,15.71,2250.7
499,5,2118,7.25,11.68,.417,155.7,64.01,-2.148,-3.284,1,2,15.65,2375.3
499,5,2148,9.46,13.76,6.672,169.2,40.08,-3.072,-3.46,1,2,15.62,2404.2
499,5,2218,10.73,15.01,6.672,182.9,34.11,-3.481,-3.645,1,2,15.58,2483.9
499,5,2248,9.52,12.93,6.255,168.6,33.84,-3.097,-3.056,1,2,15.56,2496.6
499,5,2318,12.18,18.77,7.09,172.7,34.8,-3.984,-3.06,1,2,15.51,2580
499,5,2348,12.76,18.35,7.09,153.9,24.38,-3.742,-3.823,1,2,15.45,2580.4
400,5,9.06,18.77,2318,12.76,0,5.921,1318,.417,2118,-2.977,-2.826,-2.148,2118,-1.636,148,-3.984,2318,-3.885,1618,12.77,12.73,17.93,15.45,3.58,1.436,997,50,1
499,6,18,9.83,15.43,4.17,181.8,44.85,-3.503,-1.907,1,2,15.33,293.03
499,6,48,12.95,17.93,5.838,163.4,25.14,-3.875,-4.584,1,2,15.24,289
499,6,118,11.13,17.93,7.09,172.3,44.48,-4.053,-4.094,1,2,15.09,386.9
499,6,148,14.29,19.6,4.587,164.6,27.69,-4.388,-4.309,1,2,14.93,393.97
499,6,218,10.68,15.85,6.255,357.1,38.09,-4.454,-6.434,1,2,14.78,658.87
499,6,248,8.83,11.68,5.421,192.4,38.25,-4.282,-3.398,1,2,14.62,520.5
499,6,318,10.94,17.1,6.255,198.5,42.83,-3.589,-4.029,1,2,14.53,609.52
499,6,348,7.59,12.93,4.17,340.5,51.43,-4.453,-5.702,1,2,14.51,778.02
499,6,418,6.555,10.43,2.502,299.4,45.68,-4.515,-4.554,1,2,14.45,796.93
499,6,448,6.105,10.43,2.085,70.2,50.84,-4.573,-4.513,1,2,14.36,601.89
499,6,518,5.863,9.17,1.668,115.5,36.71,-5.459,-5.402,1,2,14.31,699.38
499,6,548,8.1,14.18,2.085,.963,32.48,-5.027,-4.458,1,2,14.34,619.66
499,6,618,10.28,16.26,5.004,166.9,14.05,-4.323,-3.435,1,2,14.41,846.18
499,6,648,6.73,14.18,1.668,268.1,18.61,-4.808,-2.974,1,2,14.54,973
499,6,718,7.91,10.01,3.753,341.2,19.02,-4.696,-8.22,1,2,14.62,1110.6
499,6,748,4.554,9.17,1.668,312.2,20.97,-5.434,-4.46,1,2,14.78,1110.5
499,6,818,9.82,12.09,5.004,237.7,26.06,-5.618,-4.257,1,2,14.91,1122.7
